id sender,id receiver,name sender,name receiver,wire value,country sender,country receiver,trxn_id
CUST47476125,EXTERNAL564853,MAHIKA MALL,MARK SMITH,1800.0,CA,CA,GICK49327969
CUST15484679,CUST38224940,CHEN WEI,SAMAR KARPE,6725.5,CA,CA,MXUY68015385
CUST47684741,EXTERNAL360072,MONIQUE-AURORE BEAULIEU,INDRANIL AURORA,2700.0,CA,IN,WBFF52620719
EXTERNAL254259,CUST81342933,TANYA GHOSE,MELISSA ANTHONY,1064.0,IN,CA,BGPE35127800
EXTERNAL402295,CUST41120857,ÉLISABETH DROLET,ASTRID GRÉGOIRE,6408.0,CA,CA,KPKJ33603592
CUST51054086,CUST93590968,OLIVIER MALTAIS,ANAYA SANKAR,2050.0,CA,CA,ZHRK81321870
EXTERNAL339649,CUST59851231,FELIX MARÍA LUISA AMAYA HARO,JASON PETTY,1881.0,CA,CA,YBHY20245260
EXTERNAL466227,CUST11377311,SARAH RUSSELL,PAIGE POWERS,1006.0,CA,CA,RJWB80288988
CUST62944059,EXTERNAL500270,PATRICK MCCONNELL,RODNEY ALLEN,10018.0,CA,US,RKIA27163435
EXTERNAL607868,CUST42749815,SIDOROVA ANASTASIJA ASKOL'DOVNA,LARRY CHANDLER,35941.0,RU,CA,EBJT35600209
CUST51827644,CUST91864838,RACHEL ROSS,ANIKA DOCTOR,1936.0,CA,CA,ZPIN57908499
EXTERNAL753792,CUST42594516,DR.VICKIE CHANDLER,PATRICIA-ÉMILIE LÉVESQUE,8705.0,CA,CA,VXFM47179930
CUST78037536,EXTERNAL613456,STEPHEN TERRY,NICHOLAS MEYER,2922.5,CA,CA,CJSI56996143
CUST37910650,CUST66040690,DR.STÉPHANE FORTIN,ALEXIS CAREY,1185.5,CA,CA,JFHE55118893
EXTERNAL815456,CUST54560300,MAURICE LABONTÉ,SHAWN LEE,5038.0,CA,CA,KYFE43771452
CUST58369566,EXTERNAL481058,DR.LINDSAY GREEN,LAUREN WASHINGTON,3849.5,CA,US,LFVR46803542
EXTERNAL376890,CUST11943516,XU JIAN,KAREN BUCHANAN,2885.0,CN,CA,OTUE52417554
CUST83800370,CUST63064232,VICTORIA TORRES,HE LI,5328.0,CA,CA,NKJH94972480
EXTERNAL171959,CUST84671801,OCÉANE LECLERC,AIMEE BARBER,3440.0,CA,CA,OJFU56123498
CUST68742920,EXTERNAL339731,JOS SEVILLA VELÁZQUEZ,LIU LIN,1418.0,CA,CN,XHDQ20739469
EXTERNAL411802,CUST93127020,CHRISTOPHER NGUYEN,DR. WILLIAM DAY,6810.0,CA,CA,VCRR77536207
CUST93086361,EXTERNAL823934,CÉLINE TURCOTTE,LIC. ERIC IBARRA,4105.0,CA,MX,YETT61205862
EXTERNAL236394,CUST41170368,DANIEL MERCER,ANN GONZALEZ,5435.0,CA,CA,JSZC86787888
CUST59343428,CUST98211036,ALAIN AUGER,ROBERT DESROCHERS,5662.0,CA,CA,LHLR84804499
EXTERNAL262641,CUST88076341,DANA SOTO,DR.BRENDA WU,3530.0,US,CA,GWRV89892176
CUST36053301,CUST60457349,RUBEN MARSHALL,ELIZABETH ROBINSON,1071.0,CA,CA,LWSG15728262
CUST46762973,EXTERNAL450624,ROBERT MILLER,ROY JONES,9935.5,CA,UK,IWPH61625377
EXTERNAL680164,CUST61631191,YOU LIU,CHAD ROBBINS,2230.0,CN,CA,KJFP56158003
CUST18109932,EXTERNAL772504,DR.BRIAN GONZALEZ,MICHAEL HARRIS,1470.0,CA,US,ZDEA62840385
CUST19059418,CUST63466659,PELAGEJA ANTONOVNA FEDOROVA,STEVEN ROBERTS,3718.0,CA,CA,VVYF15067320
CUST84496903,CUST19410357,BENJAMÍN RINCÓN,NICOLE DAVIS,1175.0,CA,CA,SQTX72741511
EXTERNAL517967,CUST23420849,ADRIANA HERNANDEZ,CRAIG CAMPBELL,2875.0,CA,CA,MFKK35024146
EXTERNAL378162,CUST10339037,EVGENIJA KUZ'MINICHNA KOZLOVA,THOMAS GUERRERO,2113.0,RU,CA,MVSS97642192
CUST78583489,EXTERNAL713618,ELIZABETH YOUNG,RANDALL WALLACE,4448.5,CA,CA,PXCN95100472
CUST46488954,CUST92655533,LINDSEY PEREZ,JOHN TAYLOR,1846.5,CA,CA,ZOYM37780245
EXTERNAL835320,CUST96639826,RYAN WARD,IND.MICHAEL COOK,7278.0,CA,CA,ZTRQ17296545
CUST86622713,CUST58634478,LEE OSBORN,KENNETH DAVENPORT,1403.0,CA,CA,TNGI70950096
CUST89837611,CUST92922100,LUCIE FRÉCHETTE,LAURENT-EMMANUEL ROUSSEAU,5640.0,CA,CA,MYNL94061416
EXTERNAL163205,CUST23231001,DR.MIRAAN MANE,STEVEN SMITH,3970.0,CA,CA,GSPT46720119
CUST95473860,EXTERNAL958593,FLORENCE-CAROLINE FRÉCHETTE,ANAÏS CHAREST,13792.5,CA,CA,ZPGU68055957
EXTERNAL386720,CUST84510337,MARY LIN,JENNIFER HOUSE,25689.0,CA,CA,NELS61001077
EXTERNAL807843,CUST91120108,DR.LIAO LING,ZHANG XIU LAN,4125.0,CA,CA,HVDV30999636
CUST43477327,CUST29032055,DR.NICOLE LAVALLÉE-LEDUC,SU CHAO,1182.0,CA,CA,BWGJ53735258
CUST68703958,EXTERNAL172408,NANCY JACKSON,DR.ZOYA BUMB,4875.0,CA,CA,TUMT22764130
EXTERNAL172789,CUST40867585,THOMAS SPENCER,CARLOS HILL,8919.0,AU,CA,VCTX86190002
CUST89838718,CUST15503361,TYLER HUNT,MADELINE VILLARREAL,12460.0,CA,CA,MSYM12671044
EXTERNAL555647,CUST41369200,SHERRY CONTRERAS,DANIELLE NAVARRO,1010.0,CA,CA,TBXU28780581
CUST96862761,EXTERNAL813459,DANIEL MCINTYRE,MICHELLE OSBORNE,1666.0,CA,CA,CTIK62899521
CUST61391306,EXTERNAL847520,BRANDON JOHNSON,TAMMY OLIVER,22773.0,CA,US,ZYPG18929941
EXTERNAL339886,CUST68685967,ANTHONY DUKE,ANTHONY LEE,6745.0,CA,CA,QIQE73238382
CUST31701473,CUST93823788,PIERRE MARCOTTE,ROBERT SCOTT,1656.0,CA,CA,LSPU43306533
CUST16462905,EXTERNAL369632,ROGER LAVOIE-ALLARD,DR.LAURIE CHARBONNEAU,1410.0,CA,CA,CLYK86807534
EXTERNAL560042,CUST50956069,DEBORAH MCDOWELL,BONNIE VELAZQUEZ,3942.0,US,CA,CNQK19870875
CUST63553506,CUST87936920,MICHAEL CALDWELL,GEORGE THOMPSON,6935.0,CA,CA,SPOQ86374318
EXTERNAL391705,CUST31950621,COLLEEN WALLACE,MATTHEW THOMPSON,1125.0,CA,CA,VVML56477140
EXTERNAL158027,CUST65355683,ELIZABETH VAZQUEZ,VERONICA WANG,7115.0,US,CA,ZMAW86845004
CUST15491422,CUST72961747,ROLAND LESSARD,IND.ROBERT WALKER,1380.0,CA,CA,FNDB43793114
EXTERNAL696601,CUST86908959,SARAH RIVERA,JEFFREY ANDRADE,1512.5,CA,CA,FVLW61515219
CUST72586392,CUST82228822,DR.KATRINA SINGH,IAN CARROLL,7670.0,CA,CA,RRQX19172595
CUST57873751,EXTERNAL120090,SYSOEV SIL'VESTR FADEEVICH,WILLIAM FOLEY,42672.0,CA,US,LYVM87100426
CUST98509917,EXTERNAL956935,DR.RICHARD BUCKLEY,LIU JIAN GUO,2579.0,CA,CA,FJHQ24858807
CUST69926485,CUST69797278,CLAUDINE CLOUTIER,HUANG JIN FENG,1405.0,CA,CA,BAWU74332106
CUST68147636,CUST77846881,CHRISTOPHER HURST,ELIZABETH WALKER,1866.5,CA,CA,MPQW13346806
CUST83957107,CUST92733696,ROBERT BROWN,MARTIN ARCHAMBAULT,1659.0,CA,CA,QGMU43728522
EXTERNAL329381,CUST58008362,BRIAN MILLER,ALAIN LAPLANTE,13485.0,US,CA,PWNA39285358
CUST20251188,CUST18694001,DORIS GRANT,DIANA DIAZ,11710.0,CA,CA,BSTW92538154
EXTERNAL726894,CUST27508641,ZHANG HUI,CHRISTOPHER JOHNSON,12704.0,CN,CA,YSPQ25842594
EXTERNAL586394,CUST41607545,JACQUELINE NUNEZ,GARY HUNT,4718.0,CA,CA,ZGZL52603801
EXTERNAL285838,CUST56706136,SANDRA WARD,JESSICA POWERS,1332.0,CA,CA,ESKS58484559
CUST20568619,CUST83977970,GILLES PILON,DREW RUIZ,4344.0,CA,CA,ECQO51900662
CUST69700640,CUST74608352,LAUREN BUCHANAN,JAMIE VINCENT,3149.5,CA,CA,CROJ51779191
CUST48391366,CUST13026653,ALLISON FREEMAN,CODY JENSEN,1922.0,CA,CA,XYQY15000462
EXTERNAL770684,CUST21045356,ZEESHAN SARNA,TAMMY OBRIEN,19862.5,IN,CA,EEWM86738306
EXTERNAL235811,CUST28036198,ELIZABETH SNYDER,NATASHA WHEELER,33300.0,US,CA,DQXL49698955
EXTERNAL650334,CUST35536966,CAROL CARTER,LUCAS-PHILIPPE DELISLE,1308.0,CA,CA,CBPD28451718
CUST45170613,EXTERNAL517757,MONICA JOHNSON,JOSEPH EVANS,1614.0,CA,US,LIDH58594509
EXTERNAL323609,CUST21350571,ROHAN HAYER,BRANDON FRAZIER,15790.5,IN,CA,AJXJ66048537
EXTERNAL338424,CUST68874365,CHRISTOPHER SMITH,LAURIE DUARTE,9360.0,US,CA,QKSR14675672
CUST43333005,EXTERNAL746632,SHAWN MULLINS,CLAUDIA REED,11808.0,CA,CA,FIFE19001052
EXTERNAL138071,CUST40604253,LISA JENSEN,IVANA VALA,4808.0,CA,CA,MADS94869457
EXTERNAL947390,CUST40126449,RACHEL FLOYD,DR.NICOLE WISE,4780.0,CA,CA,VSKH90861163
EXTERNAL950656,CUST88384239,NATALIE CLARK,ERIC COX,1965.5,CA,CA,WBAH36203921
CUST96248690,EXTERNAL294533,DR.LIU WEN,AARON TERRY,7098.5,CA,CA,OFXU25168830
CUST23575253,EXTERNAL494239,MATTHEW WOODARD,JULIO CÉSAR CARRILLO,1559.0,CA,CA,DXLB40753630
CUST39034289,CUST16761631,MATTHEW JACKSON,EILEEN TORRES,1341.0,CA,CA,DZOB87046879
CUST74678932,EXTERNAL106379,ZHANG XUE MEI,BIJU MAMMEN,12806.0,CA,IN,ZXRP66839092
EXTERNAL574448,CUST81295847,FEDOROVA LORA L'VOVNA,CAO YANG,1603.5,CA,CA,FDUB83347728
EXTERNAL401271,CUST53565091,RONALD LUCAS,LAUREN HENDERSON,36576.0,CA,CA,VTHW74726463
EXTERNAL341708,CUST54491095,ALAN DAVIS MD,KEYA GODA,9200.0,CA,CA,FFRZ23318318
EXTERNAL858220,CUST45363097,KIMBERLY SMITH,CHRISTINA PONCE,4459.0,CA,CA,VNWC42659053
EXTERNAL353853,CUST33006019,FAIYAZ BASU,FRANCISCO CASTRO,4317.0,CA,CA,BAYL47256103
EXTERNAL976632,CUST46223300,BENJAMIN SMITH-FOURNIER,BRITTANY JONES,1246.0,CA,CA,NEAA62359239
CUST83616084,CUST58871763,MR. BRIAN WILLIAMS II,THOMAS MCCLAIN,4406.0,CA,CA,PJHT58115508
CUST83798738,CUST93263868,KARINE TURCOTTE,MRS. DEBBIE FISHER,1387.5,CA,CA,EMYK81690181
EXTERNAL902098,CUST97880260,GABRIELLE SMITH,DANIEL BLAIR,1011.5,CA,CA,BQCI28474090
CUST51940314,CUST48376810,BRANDON BARRERA,JASON EDWARDS,30706.0,CA,CA,NLXK50335197
EXTERNAL914109,CUST26637915,JASMINE DAVIS,PIERRE-RÉMY LAROCHE,1630.5,CA,CA,JIVH81442636
CUST53412138,CUST21112318,VERONICA BRADLEY,MARGARET ST-LAURENT,1884.0,CA,CA,CTRH97452855
EXTERNAL408502,CUST46966306,JACOB CHASE,CATHERINE BROWN,1100.0,US,CA,NAHQ19034732
CUST68134256,EXTERNAL591373,DR.SHAWN CARRILLO,LINDA THOMPSON,1908.0,CA,US,UPWM83094678
CUST67191675,CUST61826678,JESSICA WILSON,KAYLA BENNETT,8078.0,CA,CA,DKCA29934746
CUST82643484,CUST30425342,BRIANNA LAWRENCE,CASEY MOORE,2145.0,CA,CA,NPYR21250502
CUST27115896,EXTERNAL148281,OMAR ANDREWS,TUSHAR ARYA,1069.0,CA,IN,DWPS54574210
CUST98673579,EXTERNAL379002,VINCENT MARTINEAU,IND.DR. MICHAEL WILEY,1586.0,CA,CA,HMJF45346534
CUST41799217,CUST15109325,KORNILOV POLIKARP IL'ICH,DIANE MILLS,1052.0,CA,CA,UQDK59563283
EXTERNAL607409,CUST40191937,KEYA SUBRAMANIAN,ROBERTO MERCER,9230.0,CA,CA,MDRF54625180
EXTERNAL586511,CUST35091343,KABIR RAJU,MARTINE RACINE,6469.0,CA,CA,JPRU78816970
EXTERNAL972816,CUST39492987,DAMON HICKS,HE WEI,1080.0,CA,CA,UWEV41511365
EXTERNAL460688,CUST53683250,ANNA TUCKER,ÉDOUARD DOUCET,1281.0,CA,CA,KZFG44004166
CUST77346676,EXTERNAL580277,ERIC RODRIGUEZ,NICHOLAS BALDWIN,1885.0,CA,CA,UNHS33789808
CUST90929757,CUST68102640,NATALIE WHITE,VICTOR COLEMAN,4509.0,CA,CA,RIGN58075212
EXTERNAL107114,CUST59763821,AGNÈS LAROCQUE,DR.ANASTASIJA JUR'EVNA VLADIMIROVA,6338.0,CA,CA,DQDO34963579
CUST69061264,EXTERNAL600853,STACEY HERNANDEZ,JESSICA AUGER,6771.0,CA,CA,WBIH61071625
EXTERNAL381493,CUST36007786,WU JIAN PING,JEFFREY MARTIN,1943.0,CA,CA,CHTQ27535424
CUST24641384,EXTERNAL538817,KELSEY SAUNDERS,MARY LOZANO,3863.5,CA,CA,CESD92603956
EXTERNAL596693,CUST96639826,NICHOLAS HANSEN,IND.MICHAEL COOK,3874.0,CA,CA,PQSC53644797
CUST93840963,EXTERNAL525407,EDWARD WEISS,RAYMOND BENNETT,4299.0,CA,CA,IREN43841850
CUST29450097,EXTERNAL946535,CHARLES GRANT,ANIKA DUTTA,24350.0,CA,IN,NGVR90130929
CUST62477830,CUST11653695,ANNA WHEELER,OORJA BHAT,2891.5,CA,CA,SETJ39744499
EXTERNAL213934,CUST89505952,ERICA BULLOCK,SHI LI JUAN,1380.0,US,CA,EABO52672022
EXTERNAL111666,CUST38989101,KASHVI KOSHY,DR.THOMAS GONZALEZ,3511.0,IN,CA,DDQJ30684588
CUST17748506,EXTERNAL836250,STACEY CRAWFORD,RAGHAV RAO,11132.0,CA,IN,GYNF35429941
CUST24592146,EXTERNAL283657,TODD DURHAM,SHELLEY ESPINOZA,2216.0,CA,CA,HDVY65100069
CUST57763817,EXTERNAL374377,ZACHARY KENNEDY,RICHARD COLEMAN,1965.0,CA,CA,IPYU82453953
CUST21217498,CUST68576981,KATHERINE BROWN,DEBRA MILES,1382.5,CA,CA,BJXI56498550
EXTERNAL908073,CUST43187672,TARA STEVENS,OCÉANE-JEANNINE BISSON,2163.0,CA,CA,TTNC89690961
CUST83398443,CUST49146073,CRAIG ROBBINS,ALEX DIONNE,2600.0,CA,CA,XLXK55711766
CUST34471046,EXTERNAL397075,DANIEL DAVIS,TIMOFEJ GUR'EVICH BELOZEROV,3524.0,CA,CA,HDDC84053060
CUST17301082,CUST36026472,DULCE MARÍA ESTEBAN PÉREZ POSADA,JACOB MILLER,3520.0,CA,CA,NMRV99036284
EXTERNAL334556,CUST71357550,VÉRONIQUE MARCHAND,ISAAC GRANADO ARCHULETA,1837.5,CA,CA,GJMV40163571
CUST70313038,CUST53441733,JIN XIAO HONG,JOHN WARD,2710.0,CA,CA,LRYJ63630916
EXTERNAL446824,CUST45019870,GILLES TURGEON-ST-PIERRE,MATTHEW GONZALEZ,18015.0,CA,CA,TQYX55049354
CUST28468279,EXTERNAL841338,ELIZABETH ROBERTS,ALICIA MILLER,32148.0,CA,AU,LAQW60301630
EXTERNAL431093,CUST25227400,CHRISTINE FISCHER,JENNIFER ROBINSON,5370.0,CA,CA,KVYU51694407
CUST37256896,EXTERNAL563161,SAMUEL GRÉGOIRE,DANIEL PEREZ,1250.0,CA,CA,OUYR62270653
EXTERNAL136139,CUST69789020,DR.HE YAN,LINDSEY HORNE,5183.0,CA,CA,KCKG53017033
CUST80565139,CUST18385729,SARAH GREER,PAUL DAIGLE,1391.5,CA,CA,VBZV19465910
EXTERNAL429522,CUST83955003,LISA FLORES,ANASTASIJA NILOVNA SUBBOTINA,4372.0,CA,CA,NPCH17903081
CUST31718169,CUST20461719,JOHN SMITH,DR.JENNIFER HANSEN,1050.0,CA,CA,RBSR48727380
CUST29400664,EXTERNAL982303,IJA IL'INICHNA MEDVEDEVA,JULIA ROLÓN HOLGUÍN,25892.0,CA,MX,RLNI17346478
CUST52771535,EXTERNAL886827,DR.DENISE MORALES,DR.JENNIFER WOODS,4810.0,CA,CA,TFOY16402277
EXTERNAL170322,CUST47541541,ALEX EDWARDS,STACEY JONES,34744.0,UK,CA,LGBH91216079
CUST75582572,EXTERNAL750545,ZHAO KAI,VIKTORIN ADAMOVICH MASLOV,2835.0,CA,RU,EZNR39411962
EXTERNAL291235,CUST23320297,DR.MATTHEW SHORT,EDUARDO HOUSTON,3970.0,CA,CA,CDKT92472549
EXTERNAL991310,CUST93035743,SIERRA ROBINSON,CHEN LI LI,1065.0,AU,CA,BFCM94539868
CUST91625746,CUST89730475,TIMOTHY MURPHY,CHRISTOPHER ORTIZ,1155.0,CA,CA,WHDL43298707
EXTERNAL943608,CUST98111425,BROOKE BAUTISTA,JULIJA TIMOFEEVNA POPOVA,2063.0,CA,CA,KQWE67924882
CUST32578832,CUST74196618,JOSE CRAWFORD,YANG YING,1458.0,CA,CA,LCML72976112
EXTERNAL863574,CUST26725560,MLUNGISI THOLE-MOTHA,HEATHER STANLEY,8311.0,SA,CA,WZMX50684157
CUST14421422,CUST15396725,IND.JEFFREY COOK,MEGAN HARRIS,14118.0,CA,CA,YGUJ88159917
CUST72387625,EXTERNAL639886,JACOB WILCOX,CHRISTOPHER JENKINS,2616.5,CA,CA,IUVV76196884
EXTERNAL800442,CUST51263205,MELISSA DUKE,ROMIL DAYAL,6359.0,CA,CA,JCPA34558900
CUST39876001,EXTERNAL645591,JENNIFER REILLY,CHAD JOHNSON,1263.0,CA,CA,JNJB37981400
EXTERNAL200387,CUST90455612,AARON RAY,VLADIMIR HARITONOVICH BORISOV,1754.0,CA,CA,DKDP71936602
EXTERNAL870362,CUST34075912,JIN JIAN GUO,SAMANTHA FERGUSON,1433.0,CA,CA,XUIL99108871
CUST95215413,EXTERNAL699203,NATIVIDAD NAZARIO,DONNA MCKEE,4218.0,CA,US,FLRS38149306
EXTERNAL669848,CUST20343096,MR. BRADLEY GRAHAM,SIMONE BISSON,1726.0,CA,CA,JBCX17374160
CUST20019691,CUST41905857,KHUSHI KAPUR,DOUGLAS MILLER,1110.0,CA,CA,OLML42762573
CUST80388854,CUST85449656,DAWN HART,KRISTINA COLE,1284.0,CA,CA,CXJR78655329
EXTERNAL620840,CUST41084286,LIU HUA,JACQUELINE ANDERSON,2825.0,CN,CA,JVHD72179741
CUST35759739,CUST53039632,ADRIENNE NELSON,ZOYA SASTRY,6704.0,CA,CA,TKNO79054361
EXTERNAL413233,CUST48995069,TINO HEINRICH,TIMOFEJ DOROFEEVICH KOLESNIKOV,3726.0,GE,CA,DLGF24895532
EXTERNAL699692,CUST97637714,CHEN QIN,DONNA SMITH,22839.0,CN,CA,QRLC75427951
CUST44128121,CUST16398125,SAMAIRA SRIDHAR,CHRISTOPHER CLARKE,1004.5,CA,CA,OTHC84188387
EXTERNAL216707,CUST31252925,MAMOOTY SRINIVASAN,JASON RIVAS,1370.0,IN,CA,RVFJ25618871
CUST71663246,EXTERNAL521215,ZHANG GUI RONG,ALEXIS VARGAS,4141.0,CA,CA,JHCU40864946
CUST43445382,EXTERNAL246184,ÉTIENNE COULOMBE,STEVEN ADAMS,1505.5,CA,CA,DMTC72061651
CUST99212221,EXTERNAL753896,DR.DANIEL SMITH,ISHITA MAHAJAN,1100.0,CA,CA,NAWC31477170
CUST25983367,CUST23527749,ALICIA KING,LI FENG,2662.0,CA,CA,ICYA60244974
EXTERNAL851954,CUST56080435,LONG TAO,DR.PHILIPPE GIRARD,37355.0,CN,CA,AIGJ16219129
CUST82761239,CUST52707192,PAUL BARKER,TERRY DAVIS,1197.0,CA,CA,SKFC60690058
CUST47778545,CUST49561640,MATTHEW LANE,LISA CALHOUN,3717.5,CA,CA,ESIR69662030
EXTERNAL853450,CUST95061069,SARAH MCLAUGHLIN,KRISTOPHER THOMAS,3916.0,CA,CA,CVBO42792061
EXTERNAL672847,CUST30991465,LISA SEXTON,JOANN HARRIS,1200.0,CA,CA,FAIQ47437313
EXTERNAL883527,CUST86151526,ZACHARY STANLEY,PAIGE SCOTT,4690.0,AU,CA,XRFN56385576
CUST94884877,EXTERNAL294875,JEAN PEREZ,DANIEL LOZANO ROJO,2708.0,CA,MX,JOXQ15461102
CUST43033626,EXTERNAL290963,ALISON KIRBY,KATHLEEN WALKER,8862.0,CA,AU,OSIR88283434
CUST34100932,CUST55191418,JACOB WARNER,DR.JOANN RICHARDS,3545.5,CA,CA,QDTS76147195
CUST97562937,EXTERNAL765344,ALEXANDRE-NICOLAS ARCHAMBAULT,BRANDI JIMENEZ,2071.0,CA,US,QZKU73440452
CUST46823071,EXTERNAL769530,ROBERT BROWN,MARIAN HOLLOWAY,8992.0,CA,SA,FEBO57754807
CUST24453553,CUST24175818,TIFFANY LEON,JULIEN BERTRAND,1700.0,CA,CA,GKRH60616460
EXTERNAL825368,CUST69884910,ALEXANDRA BAKER,CHERYL MORRIS,1214.0,CA,CA,OLOM67959210
CUST62512711,EXTERNAL195117,MARC BISSON-BLAIS,MO JIN FENG,12536.5,CA,CN,EERD34850011
CUST88068115,EXTERNAL266806,JASON RYAN MD,LONDIWE JOKIWE,1721.5,CA,SA,SYCE89909197
CUST75853796,CUST98077277,REBECCA EVANS,DR.NICHOLAS WHITE,5915.0,CA,CA,PHRO73332000
EXTERNAL626198,CUST76594857,RICHARD MEYER,LISA EVANS,3372.5,CA,CA,BOGC14045099
EXTERNAL280278,CUST59471035,DANIEL FITZPATRICK,TIMOTHY RUSH,4231.5,CA,CA,JMPF36369440
EXTERNAL960022,CUST78412588,EREMEJ EFREMOVICH LAPIN,ANNETTE EDWARDS,1980.0,CA,CA,CRIL45461399
EXTERNAL233558,CUST44347350,BROOKE MASON,BRITTANY HORN,20724.0,AU,CA,YPSH37513994
EXTERNAL571744,CUST35363498,DR.ALEXIS HUDSON,CAROLINE GENDRON,4114.5,CA,CA,DCDF39030151
EXTERNAL666471,CUST15623764,ANDRÉS ZACARÍAS SANTACRUZ,IND.LARRY PATEL,8152.0,MX,CA,KLJZ83869647
EXTERNAL446824,CUST87186994,GILLES TURGEON-ST-PIERRE,LINDSEY ATKINSON,8900.0,CA,CA,JDZJ67509148
CUST51480297,CUST94053045,DR.BRANDI JORDAN,ÉMILIE FORTIER,3220.0,CA,CA,SJOZ95386224
CUST13710145,EXTERNAL866865,JASON DELEON,CAI GUI RONG,1170.0,CA,CN,FVBM60859385
EXTERNAL574710,CUST18019323,THERESA GUZMAN,LISA HALE,2360.0,CA,CA,MBHJ58005876
CUST54459753,EXTERNAL136587,VALERIJA GEORGIEVNA GAVRILOVA,DR.TAYLOR GARCIA,13946.0,CA,CA,YEXP84818369
EXTERNAL638830,CUST49488383,DANNY LE,ADVIK KATA,7400.0,CA,CA,GQWO62959652
CUST11687397,EXTERNAL903741,ANTOINE GERMAIN,HORST-PETER FRITSCH,1165.0,CA,GE,WFCH43439553
EXTERNAL384345,CUST94389735,ANAÏS THERRIEN,RACHEL ROSE,3072.0,CA,CA,WSKY69258412
EXTERNAL425488,CUST50488613,RENEE HUDSON,TINA SCHNEIDER,5156.0,CA,CA,IZNA83240287
CUST68150065,CUST72776050,CHRISTOPHER SUMMERS,EFIMOVA ELIZAVETA ALEKSANDROVNA,1862.0,CA,CA,LBSV63956910
EXTERNAL295547,CUST44145106,BENOÎT LABRECQUE,BRYAN VALENZUELA,1027.0,CA,CA,JSMT46975642
EXTERNAL274690,CUST16833116,THOMAS CLOUTIER-DUGUAY,MARGARET PLANTE,1060.0,CA,CA,NZSG94146688
CUST86886359,EXTERNAL175886,CLAUDINE CORMIER,STEPHEN JENNINGS,14253.0,CA,AU,KRZS44135617
EXTERNAL282981,CUST23739009,JEMMA EDWARDS,MR. TYRONE BAKER,2584.0,UK,CA,DATL99532265
CUST86151526,CUST81015867,PAIGE SCOTT,JONATHON SANFORD,2890.0,CA,CA,LANG45432519
CUST13688161,EXTERNAL538130,RACHEL FIELDS,KEVIN SMITH,2856.0,CA,US,TCFJ45778030
CUST81753370,EXTERNAL562495,LUCAS LEGAULT,DR.SIERRA SANCHEZ,5207.0,CA,CA,ETID27976196
EXTERNAL109485,CUST34807002,JUSTIN LANE,PAMELA JOHNSON,2221.5,CA,CA,IKPJ16311408
EXTERNAL955815,CUST90625887,CAMILLE LEFEBVRE,CHRISTINA JOHNSON,4878.0,CA,CA,FXRL10418252
CUST44922997,CUST96697213,DUSTIN HAYNES,ZACHARY THOMAS,1126.0,CA,CA,YXEC65930269
EXTERNAL517350,CUST92455488,JASON WILSON,KULAKOVA EVFROSINIJA ASKOL'DOVNA,1187.0,CA,CA,SOIG36554547
CUST79787133,CUST66661993,WANG YU YING,RENÉE DUGUAY-LANGLOIS,4490.0,CA,CA,MUOS50172863
EXTERNAL834963,CUST56796093,FATEH BUTALA,DAVID WILSON,9766.0,IN,CA,RRBR25638953
CUST77074872,EXTERNAL626618,SAIRA SHANKER,DR.STUVAN SHAH,19069.0,CA,CA,TWTP72037200
EXTERNAL427470,CUST34971409,ELIAS RENTERÍA,LUIS CHERRY,13989.5,MX,CA,MMOH66361702
CUST96677583,CUST75849422,DANIEL ROMERO,ROBERT KIM,8942.0,CA,CA,UNYM83653293
CUST75164701,CUST54145730,ASHLEY CARTER,SUN GUI XIANG,1806.0,CA,CA,MTVA10886440
CUST39428108,EXTERNAL159182,JENNA DUNLAP,MR. DONALD PETERS,1064.0,CA,CA,JIWX35523637
EXTERNAL397911,CUST40927889,DANIELLE FORD,JEFFREY CAMPBELL,7898.0,CA,CA,XGPA19018881
EXTERNAL996402,CUST75613625,MATTHEW ROSS,FRANK LAMBERT,1638.5,CA,CA,AQWX73754417
EXTERNAL122237,CUST69948601,CATHERINE ROGERS,CHRIS DANIELS,6586.0,CA,CA,ACGL96176754
CUST21747097,CUST78163939,DANIELLE HATFIELD,MRS. KAREN KIRK,2585.5,CA,CA,RUMW56772606
CUST48518833,EXTERNAL643980,IND.EMILY BUCKLEY,GRACE RODRIGUEZ,4617.0,CA,CA,DNQE33832105
EXTERNAL496159,CUST10096089,BRUCE HULL,MATHILDE BÉRUBÉ-BRISSON,1001.0,CA,CA,GISO73070583
CUST80565104,EXTERNAL358818,ADAM LUCAS,MICHAEL HOOVER,46210.0,CA,US,PHXK80367273
CUST18615852,EXTERNAL885205,DEBRA DUDLEY,CHERNOVA KSENIJA NIKOLAEVNA,1779.0,CA,RU,KAHW45198330
CUST83651363,CUST67873409,WILLIAM TORRES,MRS. APRIL GRAY DDS,2007.5,CA,CA,YRAI24654211
CUST94408357,EXTERNAL849236,TIFFANY RICHARDSON,HARRY BENDER,11562.0,CA,GE,ZSIL41439678
EXTERNAL796004,CUST51875058,SCHUKINA SVETLANA MIRONOVNA,BRYCE TAYLOR,7854.5,CA,CA,FJEG77788940
CUST70170712,CUST13266941,CAMILLE MALTAIS,KATHERINE VAUGHN,6560.0,CA,CA,DKHA67772006
CUST93237518,EXTERNAL480544,STEVE SPENCE,WILLIAM MORGAN,8903.0,CA,US,DTOU59761994
